,file_name,label_pred
2218,14.도움요청_1021961_label.wav,1.0
2220,14.도움요청_1021994_label.wav,1.0
2221,14.도움요청_1022000_label.wav,1.0
2222,14.도움요청_1022043_label.wav,1.0
2223,14.도움요청_1022057_label.wav,1.0
2224,14.도움요청_1022080_label.wav,1.0
2225,14.도움요청_1022112_label.wav,1.0
2226,14.도움요청_1022117_label.wav,1.0
2227,14.도움요청_1022151_label.wav,1.0
2228,14.도움요청_1022160_label.wav,1.0
2229,14.도움요청_1022185_label.wav,1.0
2230,14.도움요청_1022299_label.wav,1.0
2231,14.도움요청_1022440_label.wav,1.0
2232,14.도움요청_1022466_label.wav,1.0
2233,14.도움요청_1022480_label.wav,1.0
2234,14.도움요청_1022572_label.wav,1.0
2235,14.도움요청_1022623_label.wav,1.0
2237,14.도움요청_1022709_label.wav,1.0
2238,14.도움요청_1022765_label.wav,1.0
2239,14.도움요청_1022806_label.wav,1.0
2240,14.도움요청_1022810_label.wav,1.0
2241,14.도움요청_1022949_label.wav,1.0
2242,14.도움요청_1022979_label.wav,1.0
2245,14.도움요청_1023050_label.wav,1.0
2247,14.도움요청_1023122_label.wav,1.0
2248,14.도움요청_1023173_label.wav,1.0
2249,14.도움요청_1023213_label.wav,1.0
2250,14.도움요청_1023228_label.wav,1.0
2251,14.도움요청_1023337_label.wav,1.0
2252,14.도움요청_1023387_label.wav,1.0
2253,14.도움요청_1023408_label.wav,1.0
2254,14.도움요청_1023431_label.wav,1.0
2255,14.도움요청_1023584_label.wav,1.0
2256,14.도움요청_1023735_label.wav,1.0
2257,14.도움요청_1023744_label.wav,1.0
2258,14.도움요청_1023753_label.wav,1.0
2259,14.도움요청_1023788_label.wav,1.0
2261,14.도움요청_1023944_label.wav,1.0
2262,14.도움요청_1024016_label.wav,1.0
2263,14.도움요청_1024027_label.wav,1.0
2265,14.도움요청_1024181_label.wav,1.0
2266,14.도움요청_1024331_label.wav,1.0
2267,14.도움요청_1024358_label.wav,1.0
2269,14.도움요청_1024475_label.wav,1.0
2270,14.도움요청_1024489_label.wav,1.0
2271,14.도움요청_1024543_label.wav,1.0
2272,14.도움요청_1024574_label.wav,1.0
2273,14.도움요청_1024594_label.wav,1.0
2274,14.도움요청_1024995_label.wav,1.0
2275,14.도움요청_1025016_label.wav,1.0
2276,14.도움요청_1025916_label.wav,1.0
2277,14.도움요청_1025965_label.wav,1.0
2278,14.도움요청_1026020_label.wav,1.0
2281,14.도움요청_1026255_label.wav,1.0
2282,14.도움요청_1026257_label.wav,1.0
2283,14.도움요청_1026304_label.wav,1.0
2284,14.도움요청_1026326_label.wav,1.0
2285,14.도움요청_1026518_label.wav,1.0
2286,14.도움요청_1026586_label.wav,1.0
2287,14.도움요청_1026597_label.wav,1.0
2288,14.도움요청_1026665_label.wav,1.0
2289,14.도움요청_1026671_label.wav,1.0
2290,14.도움요청_1026722_label.wav,1.0
2291,14.도움요청_1026859_label.wav,1.0
2292,14.도움요청_1026879_label.wav,1.0
2293,14.도움요청_1026911_label.wav,1.0
2294,14.도움요청_1027082_label.wav,1.0
2295,14.도움요청_1027161_label.wav,1.0
2296,14.도움요청_1027181_label.wav,1.0
2298,14.도움요청_1027361_label.wav,1.0
2299,14.도움요청_1027420_label.wav,1.0
2300,14.도움요청_1027525_label.wav,1.0
2301,14.도움요청_1027532_label.wav,1.0
2303,14.도움요청_1027584_label.wav,1.0
2304,14.도움요청_1027716_label.wav,1.0
2305,14.도움요청_1027758_label.wav,1.0
2306,14.도움요청_1027765_label.wav,1.0
2307,14.도움요청_1027772_label.wav,1.0
2308,14.도움요청_1027854_label.wav,1.0
2309,14.도움요청_1027872_label.wav,1.0
2310,14.도움요청_1027884_label.wav,1.0
2311,14.도움요청_1027907_label.wav,1.0
2312,14.도움요청_1027946_label.wav,1.0
2314,14.도움요청_102797_label.wav,1.0
2315,14.도움요청_1028040_label.wav,1.0
2316,14.도움요청_1028042_label.wav,1.0
2318,14.도움요청_1028078_label.wav,1.0
2319,14.도움요청_1028116_label.wav,1.0
2320,14.도움요청_1028140_label.wav,1.0
2321,14.도움요청_1028198_label.wav,1.0
2323,14.도움요청_1028220_label.wav,1.0
2324,14.도움요청_1028231_label.wav,1.0
2327,14.도움요청_1028373_label.wav,1.0
2329,14.도움요청_1028430_label.wav,1.0
2330,14.도움요청_1028478_label.wav,1.0
2331,14.도움요청_1028519_label.wav,1.0
2332,14.도움요청_1028653_label.wav,1.0
2333,14.도움요청_1028708_label.wav,1.0
2334,14.도움요청_1028807_label.wav,1.0
2335,14.도움요청_1028814_label.wav,1.0
2336,14.도움요청_1028817_label.wav,1.0
2337,14.도움요청_1028916_label.wav,1.0
2338,14.도움요청_1028932_label.wav,1.0
2339,14.도움요청_1028977_label.wav,1.0
2340,14.도움요청_1028991_label.wav,1.0
2341,14.도움요청_1028998_label.wav,1.0
2342,14.도움요청_1029004_label.wav,1.0
2344,14.도움요청_1029457_label.wav,1.0
2346,14.도움요청_1029512_label.wav,1.0
2347,14.도움요청_1029558_label.wav,1.0
2348,14.도움요청_1029642_label.wav,1.0
2349,14.도움요청_1029650_label.wav,1.0
2350,14.도움요청_1029652_label.wav,1.0
2351,14.도움요청_1029729_label.wav,1.0
2352,14.도움요청_1029742_label.wav,1.0
2353,14.도움요청_1029772_label.wav,1.0
2354,14.도움요청_1029893_label.wav,1.0
2355,14.도움요청_1029919_label.wav,1.0
2356,14.도움요청_1030054_label.wav,1.0
2357,14.도움요청_1030100_label.wav,1.0
2360,14.도움요청_1030115_label.wav,1.0
2362,14.도움요청_1030169_label.wav,1.0
2363,14.도움요청_1030183_label.wav,1.0
2364,14.도움요청_1030258_label.wav,1.0
2365,14.도움요청_1030320_label.wav,1.0
2366,14.도움요청_1030407_label.wav,1.0
2367,14.도움요청_1030435_label.wav,1.0
2368,14.도움요청_1030600_label.wav,1.0
2369,14.도움요청_1030675_label.wav,1.0
2370,14.도움요청_1030697_label.wav,1.0
2371,14.도움요청_1030762_label.wav,1.0
2372,14.도움요청_1030814_label.wav,1.0
2373,14.도움요청_1030840_label.wav,1.0
2375,14.도움요청_1030849_label.wav,1.0
2376,14.도움요청_1030860_label.wav,1.0
2377,14.도움요청_1030872_label.wav,1.0
2378,14.도움요청_1030892_label.wav,1.0
2379,14.도움요청_1030960_label.wav,1.0
2381,14.도움요청_1031038_label.wav,1.0
2382,14.도움요청_1031183_label.wav,1.0
2383,14.도움요청_1031203_label.wav,1.0
2384,14.도움요청_1031222_label.wav,1.0
2385,14.도움요청_1031366_label.wav,1.0
2386,14.도움요청_1031452_label.wav,1.0
2387,14.도움요청_1031469_label.wav,1.0
2388,14.도움요청_103150_label.wav,1.0
2389,14.도움요청_1031619_label.wav,1.0
2391,14.도움요청_1031796_label.wav,1.0
2392,14.도움요청_1031818_label.wav,1.0
2394,14.도움요청_1032276_label.wav,1.0
2395,14.도움요청_1032397_label.wav,1.0
2396,14.도움요청_1032681_label.wav,1.0
2398,14.도움요청_1032759_label.wav,1.0
2399,14.도움요청_1032771_label.wav,1.0
2401,14.도움요청_1032821_label.wav,1.0
2402,14.도움요청_1032862_label.wav,1.0
2403,14.도움요청_1032902_label.wav,1.0
2404,14.도움요청_1032936_label.wav,1.0
2407,14.도움요청_1033164_label.wav,1.0
2409,14.도움요청_1033266_label.wav,1.0
2411,14.도움요청_1033287_label.wav,1.0
2414,14.도움요청_1033405_label.wav,1.0
2416,14.도움요청_1033419_label.wav,1.0
2417,14.도움요청_1033425_label.wav,1.0
2418,14.도움요청_1033434_label.wav,1.0
2419,14.도움요청_1033435_label.wav,1.0
2420,14.도움요청_1033437_label.wav,1.0
2421,14.도움요청_1033446_label.wav,1.0
2422,14.도움요청_103358_label.wav,1.0
2423,14.도움요청_1033656_label.wav,1.0
2424,14.도움요청_1033676_label.wav,1.0
2425,14.도움요청_1033734_label.wav,1.0
2427,14.도움요청_1033798_label.wav,1.0
2428,14.도움요청_1033819_label.wav,1.0
2429,14.도움요청_1033835_label.wav,1.0
2430,14.도움요청_1033858_label.wav,1.0
2431,14.도움요청_1033860_label.wav,1.0
2433,14.도움요청_1033954_label.wav,1.0
2435,14.도움요청_1033981_label.wav,1.0
2436,14.도움요청_1033983_label.wav,1.0
2437,14.도움요청_1033986_label.wav,1.0
2438,14.도움요청_1034072_label.wav,1.0
2439,14.도움요청_1034084_label.wav,1.0
2440,14.도움요청_1034085_label.wav,1.0
2441,14.도움요청_103417_label.wav,1.0
2442,14.도움요청_1034186_label.wav,1.0
2443,14.도움요청_1034190_label.wav,1.0
2444,14.도움요청_1034324_label.wav,1.0
2445,14.도움요청_103435_label.wav,1.0
2446,14.도움요청_1034419_label.wav,1.0
2448,14.도움요청_1034567_label.wav,1.0
2449,14.도움요청_1034580_label.wav,1.0
2450,14.도움요청_1034641_label.wav,1.0
2452,14.도움요청_1034664_label.wav,1.0
2453,14.도움요청_1034721_label.wav,1.0
2454,14.도움요청_1034727_label.wav,1.0
2455,14.도움요청_1034869_label.wav,1.0
2459,14.도움요청_1034994_label.wav,1.0
2460,14.도움요청_1035006_label.wav,1.0
2462,14.도움요청_1035094_label.wav,1.0
2464,14.도움요청_1035226_label.wav,1.0
2465,14.도움요청_1035347_label.wav,1.0
2466,14.도움요청_1035413_label.wav,1.0
2467,14.도움요청_1035420_label.wav,1.0
2468,14.도움요청_1035460_label.wav,1.0
2469,14.도움요청_1035474_label.wav,1.0
2470,14.도움요청_1035476_label.wav,1.0
2473,14.도움요청_1035547_label.wav,1.0
2474,14.도움요청_1035566_label.wav,1.0
2475,14.도움요청_1035568_label.wav,1.0
2476,14.도움요청_1035631_label.wav,1.0
2478,14.도움요청_1035643_label.wav,1.0
2479,14.도움요청_1035659_label.wav,1.0
2480,14.도움요청_1035691_label.wav,1.0
2482,14.도움요청_1035723_label.wav,1.0
2483,14.도움요청_1035803_label.wav,1.0
2484,14.도움요청_1035813_label.wav,1.0
2486,14.도움요청_1035840_label.wav,1.0
2488,14.도움요청_1035963_label.wav,1.0
2489,14.도움요청_1036005_label.wav,1.0
2491,14.도움요청_1036089_label.wav,1.0
2492,14.도움요청_1036097_label.wav,1.0
2494,14.도움요청_1036179_label.wav,1.0
2495,14.도움요청_1036187_label.wav,1.0
2497,14.도움요청_1036253_label.wav,1.0
2499,14.도움요청_1036342_label.wav,1.0
2500,14.도움요청_1036355_label.wav,1.0
2501,14.도움요청_1036429_label.wav,1.0
2502,14.도움요청_1036436_label.wav,1.0
2503,14.도움요청_1036471_label.wav,1.0
2504,14.도움요청_1036534_label.wav,1.0
2507,14.도움요청_1036656_label.wav,1.0
2508,14.도움요청_1036687_label.wav,1.0
2509,14.도움요청_1036698_label.wav,1.0
2512,14.도움요청_1036836_label.wav,1.0
2513,14.도움요청_1036866_label.wav,1.0
2514,14.도움요청_1036956_label.wav,1.0
2515,14.도움요청_1036968_label.wav,1.0
2517,14.도움요청_1037031_label.wav,1.0
2518,14.도움요청_103704_label.wav,1.0
2519,14.도움요청_1037116_label.wav,1.0
2520,14.도움요청_103713_label.wav,1.0
2521,14.도움요청_1037175_label.wav,1.0
2522,14.도움요청_1037209_label.wav,1.0
2523,14.도움요청_1037218_label.wav,1.0
2524,14.도움요청_1037347_label.wav,1.0
2525,14.도움요청_1037656_label.wav,1.0
2526,14.도움요청_1037671_label.wav,1.0
2527,14.도움요청_1037759_label.wav,1.0
2528,14.도움요청_1037765_label.wav,1.0
2529,14.도움요청_1037800_label.wav,1.0
2530,14.도움요청_1037806_label.wav,1.0
2531,14.도움요청_1037813_label.wav,1.0
2532,14.도움요청_1037871_label.wav,1.0
2534,14.도움요청_103792_label.wav,1.0
2535,14.도움요청_1037952_label.wav,1.0
2536,14.도움요청_1037983_label.wav,1.0
2537,14.도움요청_1038035_label.wav,1.0
2539,14.도움요청_1038055_label.wav,1.0
2540,14.도움요청_1038099_label.wav,1.0
2541,14.도움요청_1038137_label.wav,1.0
2542,14.도움요청_1038164_label.wav,1.0
2543,14.도움요청_1038209_label.wav,1.0
2544,14.도움요청_1038216_label.wav,1.0
2545,14.도움요청_103821_label.wav,1.0
2548,14.도움요청_1038405_label.wav,1.0
2549,14.도움요청_1038428_label.wav,1.0
2550,14.도움요청_1038473_label.wav,1.0
2551,14.도움요청_1038489_label.wav,1.0
2554,14.도움요청_1038696_label.wav,1.0
2555,14.도움요청_1038706_label.wav,1.0
2556,14.도움요청_1038741_label.wav,1.0
2558,14.도움요청_1038803_label.wav,1.0
2559,14.도움요청_1038836_label.wav,1.0
2560,14.도움요청_1038853_label.wav,1.0
2561,14.도움요청_1038875_label.wav,1.0
2562,14.도움요청_1038966_label.wav,1.0
2563,14.도움요청_1038971_label.wav,1.0
2564,14.도움요청_1038988_label.wav,1.0
2565,14.도움요청_1039007_label.wav,1.0
2566,14.도움요청_1039018_label.wav,1.0
2567,14.도움요청_1039073_label.wav,1.0
2568,14.도움요청_1039074_label.wav,1.0
2569,14.도움요청_1039080_label.wav,1.0
2571,14.도움요청_1039113_label.wav,1.0
2573,14.도움요청_1039138_label.wav,1.0
2574,14.도움요청_1039242_label.wav,1.0
2575,14.도움요청_1039246_label.wav,1.0
2576,14.도움요청_1039296_label.wav,1.0
2577,14.도움요청_1039328_label.wav,1.0
2579,14.도움요청_1039335_label.wav,1.0
2580,14.도움요청_1039337_label.wav,1.0
2582,14.도움요청_1039441_label.wav,1.0
2583,14.도움요청_1039462_label.wav,1.0
2584,14.도움요청_103949_label.wav,1.0
2585,14.도움요청_1039515_label.wav,1.0
2587,14.도움요청_1039597_label.wav,1.0
2589,14.도움요청_1039649_label.wav,1.0
2590,14.도움요청_1039666_label.wav,1.0
2591,14.도움요청_1039697_label.wav,1.0
2592,14.도움요청_1039701_label.wav,1.0
2593,14.도움요청_1039784_label.wav,1.0
2594,14.도움요청_1039831_label.wav,1.0
2595,14.도움요청_1039852_label.wav,1.0
2596,14.도움요청_1039914_label.wav,1.0
2597,14.도움요청_1039917_label.wav,1.0
2598,14.도움요청_1039921_label.wav,1.0
2599,14.도움요청_103993_label.wav,1.0
2600,14.도움요청_1039991_label.wav,1.0
2602,14.도움요청_1040129_label.wav,1.0
2603,14.도움요청_1040140_label.wav,1.0
2604,14.도움요청_1040178_label.wav,1.0
2605,14.도움요청_1040183_label.wav,1.0
2606,14.도움요청_1040210_label.wav,1.0
2607,14.도움요청_1040217_label.wav,1.0
2608,14.도움요청_1040247_label.wav,1.0
2609,14.도움요청_1040261_label.wav,1.0
2610,14.도움요청_1040333_label.wav,1.0
2611,14.도움요청_1040379_label.wav,1.0
2614,14.도움요청_1040610_label.wav,1.0
2615,14.도움요청_1040639_label.wav,1.0
2616,14.도움요청_1040659_label.wav,1.0
2617,14.도움요청_1040685_label.wav,1.0
2618,14.도움요청_1040692_label.wav,1.0
2619,14.도움요청_1040707_label.wav,1.0
2620,14.도움요청_1040815_label.wav,1.0
2621,14.도움요청_1040819_label.wav,1.0
2622,14.도움요청_1040895_label.wav,1.0
2623,14.도움요청_1041262_label.wav,1.0
2624,14.도움요청_1041274_label.wav,1.0
2625,14.도움요청_1041355_label.wav,1.0
2626,14.도움요청_1041406_label.wav,1.0
2627,14.도움요청_1041447_label.wav,1.0
2628,14.도움요청_104156_label.wav,1.0
2629,14.도움요청_1041603_label.wav,1.0
2630,14.도움요청_1041615_label.wav,1.0
2631,14.도움요청_1041634_label.wav,1.0
2632,14.도움요청_1041636_label.wav,1.0
2633,14.도움요청_1041645_label.wav,1.0
2635,14.도움요청_1041703_label.wav,1.0
2636,14.도움요청_1041732_label.wav,1.0
2637,14.도움요청_1041733_label.wav,1.0
2638,14.도움요청_1041751_label.wav,1.0
2639,14.도움요청_1041754_label.wav,1.0
2642,14.도움요청_1041907_label.wav,1.0
2643,14.도움요청_1041909_label.wav,1.0
2644,14.도움요청_1041927_label.wav,1.0
2645,14.도움요청_1041967_label.wav,1.0
2646,14.도움요청_1041994_label.wav,1.0
2648,14.도움요청_1042016_label.wav,1.0
2650,14.도움요청_1042091_label.wav,1.0
2651,14.도움요청_1042127_label.wav,1.0
2652,14.도움요청_104221_label.wav,1.0
2653,14.도움요청_1042221_label.wav,1.0
2654,14.도움요청_1042370_label.wav,1.0
2655,14.도움요청_1042428_label.wav,1.0
2656,14.도움요청_1042432_label.wav,1.0
2657,14.도움요청_1042506_label.wav,1.0
2658,14.도움요청_1042608_label.wav,1.0
2659,14.도움요청_1042627_label.wav,1.0
2660,14.도움요청_1042711_label.wav,1.0
2661,14.도움요청_1042730_label.wav,1.0
2662,14.도움요청_1042753_label.wav,1.0
2664,14.도움요청_1042760_label.wav,1.0
2665,14.도움요청_1042774_label.wav,1.0
2666,14.도움요청_1042849_label.wav,1.0
2667,14.도움요청_1042871_label.wav,1.0
2668,14.도움요청_1042895_label.wav,1.0
2669,14.도움요청_1042950_label.wav,1.0
2670,14.도움요청_1042953_label.wav,1.0
2671,14.도움요청_1043018_label.wav,1.0
2673,14.도움요청_1043066_label.wav,1.0
2676,14.도움요청_1043267_label.wav,1.0
2678,14.도움요청_1043284_label.wav,1.0
2679,14.도움요청_1043325_label.wav,1.0
2680,14.도움요청_1043346_label.wav,1.0
2681,14.도움요청_1043351_label.wav,1.0
2682,14.도움요청_1043522_label.wav,1.0
2683,14.도움요청_1043625_label.wav,1.0
2684,14.도움요청_1043626_label.wav,1.0
2685,14.도움요청_104368_label.wav,1.0
2686,14.도움요청_1043694_label.wav,1.0
2688,14.도움요청_1043712_label.wav,1.0
2691,14.도움요청_1043847_label.wav,1.0
2692,14.도움요청_1043885_label.wav,1.0
2693,14.도움요청_1043910_label.wav,1.0
2694,14.도움요청_1044035_label.wav,1.0
2695,14.도움요청_1044095_label.wav,1.0
2696,14.도움요청_1044139_label.wav,1.0
2697,14.도움요청_1044188_label.wav,1.0
2698,14.도움요청_1044210_label.wav,1.0
2699,14.도움요청_1044234_label.wav,1.0
2700,14.도움요청_1044249_label.wav,1.0
2701,14.도움요청_104424_label.wav,1.0
2702,14.도움요청_1044287_label.wav,1.0
2703,14.도움요청_1044292_label.wav,1.0
2704,14.도움요청_1044324_label.wav,1.0
2705,14.도움요청_1044330_label.wav,1.0
2706,14.도움요청_1044347_label.wav,1.0
2708,14.도움요청_1044440_label.wav,1.0
2709,14.도움요청_1044514_label.wav,1.0
2710,14.도움요청_1044545_label.wav,1.0
2711,14.도움요청_1044547_label.wav,1.0
2712,14.도움요청_1044549_label.wav,1.0
2715,14.도움요청_1044619_label.wav,1.0
2716,14.도움요청_1044677_label.wav,1.0
2718,14.도움요청_1044764_label.wav,1.0
2719,14.도움요청_1044772_label.wav,1.0
2720,14.도움요청_1044826_label.wav,1.0
2721,14.도움요청_1044844_label.wav,1.0
2723,14.도움요청_1044989_label.wav,1.0
2724,14.도움요청_1045023_label.wav,1.0
2725,14.도움요청_1045103_label.wav,1.0
2727,14.도움요청_1045384_label.wav,1.0
2729,14.도움요청_1045495_label.wav,1.0
2730,14.도움요청_1045540_label.wav,1.0
2732,14.도움요청_1045639_label.wav,1.0
2733,14.도움요청_1045642_label.wav,1.0
2734,14.도움요청_1045657_label.wav,1.0
2736,14.도움요청_1045705_label.wav,1.0
2737,14.도움요청_1045729_label.wav,1.0
2738,14.도움요청_1045741_label.wav,1.0
2739,14.도움요청_1045773_label.wav,1.0
2741,14.도움요청_1045845_label.wav,1.0
2743,14.도움요청_1045983_label.wav,1.0
2745,14.도움요청_1046004_label.wav,1.0
2746,14.도움요청_1046044_label.wav,1.0
2747,14.도움요청_1046109_label.wav,1.0
2748,14.도움요청_1046118_label.wav,1.0
2751,14.도움요청_1046159_label.wav,1.0
2752,14.도움요청_1046176_label.wav,1.0
2753,14.도움요청_1046214_label.wav,1.0
2754,14.도움요청_1046220_label.wav,1.0
2755,14.도움요청_1046257_label.wav,1.0
2756,14.도움요청_1046285_label.wav,1.0
2757,14.도움요청_1046286_label.wav,1.0
2758,14.도움요청_1046354_label.wav,1.0
2759,14.도움요청_1046362_label.wav,1.0
2760,14.도움요청_1046469_label.wav,1.0
2761,14.도움요청_1046514_label.wav,1.0
2762,14.도움요청_1046624_label.wav,1.0
2763,14.도움요청_1046630_label.wav,1.0
2764,14.도움요청_104663_label.wav,1.0
2765,14.도움요청_1046766_label.wav,1.0
2766,14.도움요청_1046823_label.wav,1.0
2767,14.도움요청_1046824_label.wav,1.0
2768,14.도움요청_1046890_label.wav,1.0
2769,14.도움요청_1046926_label.wav,1.0
2770,14.도움요청_1046964_label.wav,1.0
2773,14.도움요청_1047067_label.wav,1.0
2774,14.도움요청_1047098_label.wav,1.0
2775,14.도움요청_1047108_label.wav,1.0
2776,14.도움요청_1047123_label.wav,1.0
2777,14.도움요청_1047159_label.wav,1.0
2778,14.도움요청_1047283_label.wav,1.0
2779,14.도움요청_1047297_label.wav,1.0
2780,14.도움요청_1047452_label.wav,1.0
2781,14.도움요청_1047463_label.wav,1.0
2783,14.도움요청_1047478_label.wav,1.0
2784,14.도움요청_1047482_label.wav,1.0
2785,14.도움요청_1047487_label.wav,1.0
2787,14.도움요청_104873_label.wav,1.0
2788,14.도움요청_104914_label.wav,1.0
2790,14.도움요청_104946_label.wav,1.0
2791,14.도움요청_104966_label.wav,1.0
2792,14.도움요청_104980_label.wav,1.0
2793,14.도움요청_116167_label.wav,1.0
2794,14.도움요청_116239_label.wav,1.0
2795,14.도움요청_116467_label.wav,1.0
2798,14.도움요청_117021_label.wav,1.0
2799,14.도움요청_117150_label.wav,1.0
2800,14.도움요청_117176_label.wav,1.0
2801,14.도움요청_117355_label.wav,1.0
2803,14.도움요청_117460_label.wav,1.0
2804,14.도움요청_117858_label.wav,1.0
2805,14.도움요청_117966_label.wav,1.0
2806,14.도움요청_118086_label.wav,1.0
2807,14.도움요청_118146_label.wav,1.0
2808,14.도움요청_118263_label.wav,1.0
2809,14.도움요청_118563_label.wav,1.0
2810,14.도움요청_118577_label.wav,1.0
2811,14.도움요청_118661_label.wav,1.0
2813,14.도움요청_119010_label.wav,1.0
2814,14.도움요청_119121_label.wav,1.0
2815,14.도움요청_119146_label.wav,1.0
2817,14.도움요청_119580_label.wav,1.0
2818,14.도움요청_119716_label.wav,1.0
2820,14.도움요청_119829_label.wav,1.0
2823,14.도움요청_120432_label.wav,1.0
2827,14.도움요청_120776_label.wav,1.0
2828,14.도움요청_120835_label.wav,1.0
2829,14.도움요청_120850_label.wav,1.0
2832,14.도움요청_121831_label.wav,1.0
2833,14.도움요청_121845_label.wav,1.0
2835,14.도움요청_122074_label.wav,1.0
2836,14.도움요청_122160_label.wav,1.0
2838,14.도움요청_122416_label.wav,1.0
2841,14.도움요청_122616_label.wav,1.0
2842,14.도움요청_123043_label.wav,1.0
2844,14.도움요청_123382_label.wav,1.0
2849,14.도움요청_123726_label.wav,1.0
2851,14.도움요청_124568_label.wav,1.0
2852,14.도움요청_124633_label.wav,1.0
2853,14.도움요청_124657_label.wav,1.0
2855,14.도움요청_124817_label.wav,1.0
2856,14.도움요청_125090_label.wav,1.0
2857,14.도움요청_125331_label.wav,1.0
2858,14.도움요청_125389_label.wav,1.0
2859,14.도움요청_1253969_label.wav,1.0
2860,14.도움요청_1253981_label.wav,1.0
2861,14.도움요청_1254000_label.wav,1.0
2862,14.도움요청_1254056_label.wav,1.0
2864,14.도움요청_1254154_label.wav,1.0
2865,14.도움요청_1254178_label.wav,1.0
2866,14.도움요청_1254183_label.wav,1.0
2867,14.도움요청_1254221_label.wav,1.0
2868,14.도움요청_1254233_label.wav,1.0
2870,14.도움요청_1254259_label.wav,1.0
2871,14.도움요청_1254279_label.wav,1.0
2873,14.도움요청_1254295_label.wav,1.0
2875,14.도움요청_1254325_label.wav,1.0
2877,14.도움요청_1254416_label.wav,1.0
2878,14.도움요청_1254463_label.wav,1.0
2879,14.도움요청_1254500_label.wav,1.0
2880,14.도움요청_1254509_label.wav,1.0
2885,14.도움요청_1254904_label.wav,1.0
2886,14.도움요청_1254905_label.wav,1.0
2887,14.도움요청_1254908_label.wav,1.0
2888,14.도움요청_1255004_label.wav,1.0
2889,14.도움요청_1255021_label.wav,1.0
2890,14.도움요청_1255037_label.wav,1.0
2891,14.도움요청_1255042_label.wav,1.0
2892,14.도움요청_1255064_label.wav,1.0
2894,14.도움요청_1255105_label.wav,1.0
2897,14.도움요청_1255136_label.wav,1.0
2899,14.도움요청_1255162_label.wav,1.0
2900,14.도움요청_1255180_label.wav,1.0
2901,14.도움요청_1255194_label.wav,1.0
2902,14.도움요청_1255208_label.wav,1.0
2903,14.도움요청_1255225_label.wav,1.0
2904,14.도움요청_1255228_label.wav,1.0
2905,14.도움요청_1255229_label.wav,1.0
2907,14.도움요청_1255327_label.wav,1.0
2910,14.도움요청_1255383_label.wav,1.0
2912,14.도움요청_1255426_label.wav,1.0
2913,14.도움요청_1255481_label.wav,1.0
2914,14.도움요청_1255492_label.wav,1.0
2916,14.도움요청_1255508_label.wav,1.0
2919,14.도움요청_1255587_label.wav,1.0
2921,14.도움요청_1256231_label.wav,1.0
2922,14.도움요청_1256236_label.wav,1.0
2923,14.도움요청_1256244_label.wav,1.0
2924,14.도움요청_1256251_label.wav,1.0
2927,14.도움요청_1256315_label.wav,1.0
2930,14.도움요청_1256347_label.wav,1.0
2933,14.도움요청_1256397_label.wav,1.0
2934,14.도움요청_1256415_label.wav,1.0
2935,14.도움요청_1256426_label.wav,1.0
2937,14.도움요청_1256450_label.wav,1.0
2938,14.도움요청_1256473_label.wav,1.0
2941,14.도움요청_1256558_label.wav,1.0
2942,14.도움요청_1256572_label.wav,1.0
2943,14.도움요청_1256573_label.wav,1.0
2946,14.도움요청_1256619_label.wav,1.0
2948,14.도움요청_1256671_label.wav,1.0
2949,14.도움요청_1256739_label.wav,1.0
2950,14.도움요청_1256747_label.wav,1.0
2951,14.도움요청_1256760_label.wav,1.0
2953,14.도움요청_1256783_label.wav,1.0
2954,14.도움요청_1256787_label.wav,1.0
2957,14.도움요청_1256856_label.wav,1.0
2960,14.도움요청_1256901_label.wav,1.0
2962,14.도움요청_1256908_label.wav,1.0
2963,14.도움요청_125693_label.wav,1.0
2964,14.도움요청_1256941_label.wav,1.0
2965,14.도움요청_1256980_label.wav,1.0
2966,14.도움요청_1257035_label.wav,1.0
2968,14.도움요청_1257140_label.wav,1.0
2969,14.도움요청_1257143_label.wav,1.0
2970,14.도움요청_1257145_label.wav,1.0
2971,14.도움요청_1257148_label.wav,1.0
2972,14.도움요청_1257150_label.wav,1.0
2974,14.도움요청_1257204_label.wav,1.0
2975,14.도움요청_1257217_label.wav,1.0
2976,14.도움요청_1257238_label.wav,1.0
2977,14.도움요청_1257353_label.wav,1.0
2979,14.도움요청_1257365_label.wav,1.0
2980,14.도움요청_1257366_label.wav,1.0
2981,14.도움요청_1257401_label.wav,1.0
2982,14.도움요청_1257452_label.wav,1.0
2983,14.도움요청_1257479_label.wav,1.0
2984,14.도움요청_1257481_label.wav,1.0
2985,14.도움요청_1257504_label.wav,1.0
2986,14.도움요청_1257518_label.wav,1.0
2987,14.도움요청_1257529_label.wav,1.0
2988,14.도움요청_1257584_label.wav,1.0
2989,14.도움요청_1257614_label.wav,1.0
2990,14.도움요청_1257654_label.wav,1.0
2991,14.도움요청_1257706_label.wav,1.0
2992,14.도움요청_1257717_label.wav,1.0
2993,14.도움요청_1257738_label.wav,1.0
2994,14.도움요청_1257793_label.wav,1.0
2995,14.도움요청_1257898_label.wav,1.0
2998,14.도움요청_1257987_label.wav,1.0
2999,14.도움요청_1258019_label.wav,1.0
3001,14.도움요청_1258103_label.wav,1.0
3002,14.도움요청_1258109_label.wav,1.0
3003,14.도움요청_1258115_label.wav,1.0
3004,14.도움요청_1258125_label.wav,1.0
3005,14.도움요청_1258173_label.wav,1.0
3006,14.도움요청_1258201_label.wav,1.0
